gene_id	gene_version	havana_gene	havana_gene_version	gene_name	gene_biotype	gene_source
ENSG00000232930	1	OTTHUMG00000155064	1	AC083864.3	lincRNA	havana
ENSG00000205745	2	OTTHUMG00000155057	2	AC083864.4	lincRNA	ensembl_havana
ENSG00000261184	1	OTTHUMG00000173329	1	RP11-196O2.1	sense_overlapping	havana
ENSG00000228815	1	OTTHUMG00000155059	1	MARK2P13	processed_pseudogene	havana
ENSG00000271117	1	OTTHUMG00000184476	1	RP11-377H23.1	processed_pseudogene	havana
ENSG00000122547	10	OTTHUMG00000154904	1	EEPD1	protein_coding	ensembl_havana
ENSG00000228770	1	OTTHUMG00000154937	1	AC007327.6	processed_pseudogene	havana
ENSG00000229679	1	OTTHUMG00000154941	1	AC007327.5	antisense	havana
ENSG00000234457	1	OTTHUMG00000154942	1	AC006960.5	processed_pseudogene	havana
ENSG00000260070	1	OTTHUMG00000173154	1	RP11-182J23.1	antisense	havana
ENSG00000164542	12	OTTHUMG00000154939	3	KIAA0895	protein_coding	ensembl_havana
ENSG00000201432	1			Y_RNA	misc_RNA	ensembl
ENSG00000011426	10	OTTHUMG00000023143	7	ANLN	protein_coding	ensembl_havana
ENSG00000237400	1	OTTHUMG00000154940	1	AC006960.7	antisense	havana
ENSG00000136250	11	OTTHUMG00000023566	7	AOAH	protein_coding	ensembl_havana
ENSG00000230539	1	OTTHUMG00000154938	1	AOAH-IT1	sense_intronic	havana
ENSG00000272984	1	OTTHUMG00000186220	1	RP11-85E16.1	lincRNA	havana
ENSG00000229424	1	OTTHUMG00000154946	1	AC007349.4	lincRNA	havana
ENSG00000235728	1	OTTHUMG00000154944	1	AC007349.5	lincRNA	havana
ENSG00000225739	1	OTTHUMG00000154947	1	NPM1P18	processed_pseudogene	havana
ENSG00000230831	1	OTTHUMG00000154945	1	AC007349.7	antisense	havana
ENSG00000155849	15	OTTHUMG00000023701	8	ELMO1	protein_coding	ensembl_havana
ENSG00000221325	1			MIR1200	miRNA	mirbase
ENSG00000224101	1	OTTHUMG00000154988	1	ELMO1-AS1	antisense	havana
ENSG00000224706	1	OTTHUMG00000154989	1	RPS17P13	processed_pseudogene	havana
ENSG00000222869	1			RNU6-565P	snRNA	ensembl
ENSG00000213744	3	OTTHUMG00000154987	1	RPS10P14	processed_pseudogene	havana
ENSG00000200113	1			SNORA51	snoRNA	ensembl
ENSG00000201566	1			Y_RNA	misc_RNA	ensembl
ENSG00000178503	6	OTTHUMG00000154990	1	NECAP1P1	processed_pseudogene	havana
ENSG00000187037	8	OTTHUMG00000102105	4	GPR141	protein_coding	ensembl_havana
ENSG00000086289	11	OTTHUMG00000102187	4	EPDR1	protein_coding	ensembl_havana
ENSG00000283444	1	OTTHUMG00000191699	1	RP11-605P22.1	unitary_pseudogene	havana
ENSG00000225314	1	OTTHUMG00000155020	2	AC018634.9	processed_pseudogene	havana
ENSG00000086288	11	OTTHUMG00000023716	5	NME8	protein_coding	ensembl_havana
ENSG00000106483	11	OTTHUMG00000023026	7	SFRP4	protein_coding	ensembl_havana
ENSG00000010270	13	OTTHUMG00000023659	11	STARD3NL	protein_coding	ensembl_havana
ENSG00000227191	8	OTTHUMG00000155215	2	TRGC2	TR_C_gene	havana
ENSG00000211687	1	OTTHUMG00000155217	4	TRGJ2	TR_J_gene	havana
ENSG00000211688	1	OTTHUMG00000155222	4	TRGJP2	TR_J_gene	havana
ENSG00000211689	7	OTTHUMG00000155219	3	TRGC1	TR_C_gene	havana
ENSG00000211690	1	OTTHUMG00000155214	3	TRGJ1	TR_J_gene	havana
ENSG00000211691	2	OTTHUMG00000155220	2	TRGJP	TR_J_gene	havana
ENSG00000211692	1	OTTHUMG00000155226	3	TRGJP1	TR_J_gene	havana
ENSG00000211693	2	OTTHUMG00000155221	3	TRGV11	TR_V_gene	havana
ENSG00000231202	1	OTTHUMG00000155216	2	TRGVB	TR_V_pseudogene	havana
ENSG00000211694	2	OTTHUMG00000155223	6	TRGV10	TR_V_gene	havana
ENSG00000231916	1	OTTHUMG00000155225	1	AC006033.22	processed_pseudogene	havana
ENSG00000211695	2	OTTHUMG00000155218	4	TRGV9	TR_V_gene	havana
ENSG00000225992	1	OTTHUMG00000155224	1	TRGVA	TR_V_pseudogene	havana
ENSG00000272908	1	OTTHUMG00000186227	1	RP11-121A8.1	lincRNA	havana
ENSG00000211696	2	OTTHUMG00000155098	5	TRGV8	TR_V_gene	havana
ENSG00000249978	1	OTTHUMG00000155100	3	TRGV7	TR_V_pseudogene	havana
ENSG00000226212	2	OTTHUMG00000155096	3	TRGV6	TR_V_pseudogene	havana
ENSG00000281103	1	OTTHUMG00000189585	1	TRG-AS1	antisense	havana
ENSG00000228668	1	OTTHUMG00000155095	3	TRGV5P	TR_V_pseudogene	havana
ENSG00000211697	4	OTTHUMG00000155101	5	TRGV5	TR_V_gene	havana
ENSG00000211698	2	OTTHUMG00000155099	5	TRGV4	TR_V_gene	havana
ENSG00000211699	2	OTTHUMG00000155102	4	TRGV3	TR_V_gene	ensembl_havana
ENSG00000233306	2	OTTHUMG00000155105	5	TRGV2	TR_V_gene	ensembl_havana
ENSG00000211701	2	OTTHUMG00000155097	5	TRGV1	TR_V_gene	havana
ENSG00000078053	16	OTTHUMG00000023725	5	AMPH	protein_coding	ensembl_havana
ENSG00000241756	3			RN7SL83P	misc_RNA	ensembl
ENSG00000227404	1	OTTHUMG00000155103	1	KRT8P20	processed_pseudogene	havana
ENSG00000164556	7	OTTHUMG00000153653	1	FAM183BP	processed_pseudogene	ensembl_havana
ENSG00000006715	15	OTTHUMG00000023629	7	VPS41	protein_coding	ensembl_havana
ENSG00000106536	19	OTTHUMG00000150803	8	POU6F2	protein_coding	ensembl_havana
ENSG00000233854	1	OTTHUMG00000155276	1	POU6F2-AS2	antisense	havana
ENSG00000206947	1			SNORA20	snoRNA	ensembl
ENSG00000224122	1	OTTHUMG00000155277	1	POU6F2-AS1	antisense	havana
ENSG00000227172	2	OTTHUMG00000155274	2	AC011290.4	antisense	havana
ENSG00000241127	7	OTTHUMG00000128689	3	YAE1D1	protein_coding	ensembl_havana
ENSG00000236015	1	OTTHUMG00000155284	1	AC011290.5	processed_pseudogene	havana
ENSG00000231951	1	OTTHUMG00000155272	1	AC004837.4	antisense	havana
ENSG00000106540	4	OTTHUMG00000155283	1	AC004837.3	processed_pseudogene	havana
ENSG00000006451	7	OTTHUMG00000128775	4	RALA	protein_coding	ensembl_havana
ENSG00000228554	1	OTTHUMG00000155278	1	AC004837.5	antisense	havana
ENSG00000188185	11	OTTHUMG00000155273	1	LINC00265	lincRNA	havana
ENSG00000252480	1			RNU6-719P	snRNA	ensembl
ENSG00000270797	1	OTTHUMG00000184664	1	RP5-1173I20.1	processed_pseudogene	havana
ENSG00000226220	1	OTTHUMG00000155281	1	CICP22	processed_pseudogene	havana
ENSG00000237251	2	OTTHUMG00000155279	1	AC072061.2	unprocessed_pseudogene	havana
ENSG00000231198	1	OTTHUMG00000155319	1	AC004987.10	processed_pseudogene	havana
ENSG00000233225	3	OTTHUMG00000155275	1	AC004987.9	processed_pseudogene	havana
ENSG00000175741	5	OTTHUMG00000155282	1	RWDD4P2	processed_pseudogene	havana
ENSG00000242855	3			RN7SL496P	misc_RNA	ensembl
ENSG00000259826	1	OTTHUMG00000173374	1	RP11-467D6.1	antisense	havana
ENSG00000065883	14	OTTHUMG00000023726	3	CDK13	protein_coding	ensembl_havana
ENSG00000273444	1	OTTHUMG00000186237	1	RP5-1147A1.2	unprocessed_pseudogene	havana
ENSG00000270577	1	OTTHUMG00000184474	1	RP5-1147A1.1	processed_pseudogene	havana
ENSG00000168303	6	OTTHUMG00000128797	3	MPLKIP	protein_coding	ensembl_havana
ENSG00000199273	1			Y_RNA	misc_RNA	ensembl
ENSG00000175600	15	OTTHUMG00000155094	6	SUGCT	protein_coding	ensembl_havana
ENSG00000248711	1	OTTHUMG00000155106	1	THUMPD3P1	unprocessed_pseudogene	havana
ENSG00000203446	2	OTTHUMG00000155092	1	AC004988.1	antisense	havana
ENSG00000227658	1	OTTHUMG00000155093	1	AC005160.3	sense_intronic	havana
ENSG00000232458	1	OTTHUMG00000155113	1	LINC01450	lincRNA	havana
ENSG00000224017	1	OTTHUMG00000155115	1	LINC01449	lincRNA	havana
ENSG00000122641	10	OTTHUMG00000023574	4	INHBA	protein_coding	ensembl_havana
ENSG00000224116	6	OTTHUMG00000155114	2	INHBA-AS1	antisense	havana
ENSG00000106571	12	OTTHUMG00000023630	5	GLI3	protein_coding	ensembl_havana
ENSG00000213721	3	OTTHUMG00000155127	1	HMGN2P30	processed_pseudogene	havana
ENSG00000238284	1	OTTHUMG00000155126	1	LINC01448	lincRNA	havana
ENSG00000229161	2	OTTHUMG00000155181	1	TCP1P1	unprocessed_pseudogene	havana
ENSG00000231539	1	OTTHUMG00000155178	1	AC010132.10	lincRNA	havana
ENSG00000261019	1	OTTHUMG00000172765	1	RP11-111K18.2	lincRNA	havana
ENSG00000136197	12	OTTHUMG00000128869	5	C7orf25	protein_coding	ensembl_havana
ENSG00000256646	7	OTTHUMG00000168259	1	RP11-111K18.1	protein_coding	havana
ENSG00000106588	10	OTTHUMG00000023916	4	PSMA2	protein_coding	ensembl_havana
ENSG00000234983	1	OTTHUMG00000155179	1	AC010132.11	processed_pseudogene	havana
ENSG00000106591	3	OTTHUMG00000155180	1	MRPL32	protein_coding	ensembl_havana
ENSG00000232006	8	OTTHUMG00000155182	6	AC005537.2	lincRNA	havana
ENSG00000201933	1			Y_RNA	misc_RNA	ensembl
ENSG00000002746	14	OTTHUMG00000128917	5	HECW1	protein_coding	ensembl_havana
ENSG00000181211	1	OTTHUMG00000155204	1	HECW1-IT1	sense_intronic	havana
ENSG00000264069	3			MIR3943	miRNA	mirbase
ENSG00000252983	1			RNU7-35P	snRNA	ensembl
ENSG00000223258	1			RNU6-575P	snRNA	ensembl
ENSG00000228680	1	OTTHUMG00000155205	1	AC004692.4	antisense	havana
ENSG00000213717	3	OTTHUMG00000155207	2	AC004692.5	processed_pseudogene	havana
ENSG00000231638	1	OTTHUMG00000155206	1	AC011738.4	antisense	havana
ENSG00000164543	5	OTTHUMG00000022825	3	STK17A	protein_coding	ensembl_havana
ENSG00000106603	17	OTTHUMG00000128949	10	COA1	protein_coding	ensembl_havana
ENSG00000106605	10	OTTHUMG00000128953	5	BLVRA	protein_coding	ensembl_havana
ENSG00000229497	1	OTTHUMG00000155246	2	AC005189.6	processed_pseudogene	havana
ENSG00000270617	1	OTTHUMG00000185136	1	URGCP-MRPS24	protein_coding	ensembl_havana
ENSG00000062582	13	OTTHUMG00000023175	4	MRPS24	protein_coding	ensembl_havana
ENSG00000106608	16	OTTHUMG00000155245	3	URGCP	protein_coding	ensembl_havana
ENSG00000237972	1	OTTHUMG00000155247	1	TUBG1P	processed_pseudogene	havana
ENSG00000078967	12	OTTHUMG00000128971	6	UBE2D4	protein_coding	ensembl_havana
ENSG00000214783	9	OTTHUMG00000186388	2	POLR2J4	processed_transcript	havana
ENSG00000273432	1	OTTHUMG00000186450	1	RP5-1165K10.2	processed_transcript	havana
ENSG00000241057	2	OTTHUMG00000155270	2	AC004985.12	transcribed_unprocessed_pseudogene	havana
ENSG00000239556	3	OTTHUMG00000155269	3	AC004951.5	transcribed_unprocessed_pseudogene	havana
ENSG00000136206	3	OTTHUMG00000128985	1	SPDYE1	protein_coding	ensembl_havana
ENSG00000228434	1	OTTHUMG00000155268	1	AC004951.6	lincRNA	havana
ENSG00000272655	2	OTTHUMG00000155253	4	POLR2J4	transcribed_unprocessed_pseudogene	havana
ENSG00000228903	7	OTTHUMG00000155354	2	RASA4CP	transcribed_unprocessed_pseudogene	havana
ENSG00000235314	1	OTTHUMG00000155351	1	LINC00957	lincRNA	havana
ENSG00000136279	19	OTTHUMG00000155350	5	DBNL	protein_coding	ensembl_havana
ENSG00000164708	5	OTTHUMG00000155355	1	PGAM2	protein_coding	ensembl_havana
ENSG00000239775	1	OTTHUMG00000155352	1	AC017116.11	sense_overlapping	havana
ENSG00000122678	15	OTTHUMG00000155353	2	POLM	protein_coding	ensembl_havana
ENSG00000106624	9	OTTHUMG00000023362	20	AEBP1	protein_coding	ensembl_havana
ENSG00000106628	10	OTTHUMG00000022909	15	POLD2	protein_coding	ensembl_havana
ENSG00000252848	1			RNA5SP230	rRNA	ensembl
ENSG00000106631	8	OTTHUMG00000023125	7	MYL7	protein_coding	ensembl_havana
ENSG00000106633	15	OTTHUMG00000022903	4	GCK	protein_coding	ensembl_havana
ENSG00000106636	7	OTTHUMG00000129089	3	YKT6	protein_coding	ensembl_havana
ENSG00000058404	19	OTTHUMG00000023491	13	CAMK2B	protein_coding	ensembl_havana
ENSG00000279853	1	OTTHUMG00000173300	1	RP5-844F9.1	TEC	havana
ENSG00000015676	17	OTTHUMG00000129174	4	NUDCD3	protein_coding	ensembl_havana
ENSG00000146677	7	OTTHUMG00000155305	2	AC004453.8	processed_pseudogene	havana
ENSG00000200456	1			RNU6-1097P	snRNA	ensembl
ENSG00000225443	1	OTTHUMG00000155306	1	AC004938.5	processed_pseudogene	havana
ENSG00000015520	14	OTTHUMG00000023691	3	NPC1L1	protein_coding	ensembl_havana
ENSG00000136271	10	OTTHUMG00000129211	3	DDX56	protein_coding	ensembl_havana
ENSG00000158604	14	OTTHUMG00000129210	2	TMED4	protein_coding	ensembl_havana
ENSG00000271586	1	OTTHUMG00000184473	1	RP11-52M17.1	processed_pseudogene	havana
ENSG00000105953	14	OTTHUMG00000155304	2	OGDH	protein_coding	ensembl_havana
ENSG00000122515	14	OTTHUMG00000155817	3	ZMIZ2	protein_coding	ensembl_havana
ENSG00000228596	1	OTTHUMG00000155816	1	AC013436.6	antisense	havana
ENSG00000196262	13	OTTHUMG00000023687	5	PPIA	protein_coding	ensembl_havana
ENSG00000105968	18	OTTHUMG00000129217	4	H2AFV	protein_coding	ensembl_havana
ENSG00000234183	1	OTTHUMG00000155819	1	AC004854.4	antisense	havana
ENSG00000146676	7	OTTHUMG00000023578	3	PURB	protein_coding	ensembl_havana
ENSG00000272768	1	OTTHUMG00000186249	1	RP4-673M15.1	antisense	havana
ENSG00000230160	1	OTTHUMG00000155822	1	AC004854.5	processed_pseudogene	havana
ENSG00000260997	1	OTTHUMG00000173373	1	RP4-647J21.1	sense_overlapping	havana
ENSG00000136286	14	OTTHUMG00000155821	2	MYO1G	protein_coding	ensembl_havana
ENSG00000232956	8	OTTHUMG00000179544	2	SNHG15	lincRNA	havana
ENSG00000277184	1			SNORA9	snoRNA	ensembl
ENSG00000136280	15	OTTHUMG00000129246	3	CCM2	protein_coding	ensembl_havana
ENSG00000136274	8	OTTHUMG00000159170	2	NACAD	protein_coding	ensembl_havana
ENSG00000136270	13	OTTHUMG00000129247	7	TBRG4	protein_coding	ensembl_havana
ENSG00000206838	1			SNORA5A	snoRNA	ensembl
ENSG00000201772	1			SNORA5C	snoRNA	ensembl
ENSG00000200656	1			SNORA5B	snoRNA	ensembl
ENSG00000122679	8	OTTHUMG00000023729	3	RAMP3	protein_coding	ensembl_havana
ENSG00000275295	1	OTTHUMG00000187668	2	RP11-111G20.3	processed_pseudogene	havana
ENSG00000234359	3	OTTHUMG00000159177	1	ELK1P1	processed_pseudogene	havana
ENSG00000225537	1	OTTHUMG00000155418	1	AC073325.1	lincRNA	havana
ENSG00000226999	1	OTTHUMG00000155421	2	AC073325.2	processed_pseudogene	havana
ENSG00000164742	14	OTTHUMG00000155420	2	ADCY1	protein_coding	ensembl_havana
ENSG00000214765	8	OTTHUMG00000155423	1	SEPT7P2	transcribed_unprocessed_pseudogene	havana
ENSG00000272556	2	OTTHUMG00000155422	2	GTF2IP13	transcribed_unprocessed_pseudogene	havana
ENSG00000212450	1			RNU6-241P	snRNA	ensembl
ENSG00000235955	1	OTTHUMG00000155427	1	CICP20	processed_pseudogene	havana
ENSG00000226838	1	OTTHUMG00000155425	1	AC096582.8	unprocessed_pseudogene	havana
ENSG00000251378	1	OTTHUMG00000155417	1	AC096582.9	unprocessed_pseudogene	havana
ENSG00000202350	1			RNU6-326P	snRNA	ensembl
ENSG00000283247	1	OTTHUMG00000191722	1	RP11-638I8.1	protein_coding	havana
ENSG00000146678	9	OTTHUMG00000152343	3	IGFBP1	protein_coding	ensembl_havana
ENSG00000146674	14	OTTHUMG00000023769	9	IGFBP3	protein_coding	ensembl_havana
ENSG00000237471	1	OTTHUMG00000155426	1	AC073115.6	lincRNA	havana
ENSG00000229628	1	OTTHUMG00000155428	1	AC073115.7	lincRNA	havana
ENSG00000233952	1	OTTHUMG00000154754	1	FTLP15	processed_pseudogene	havana
ENSG00000221971	3	OTTHUMG00000154753	1	TTC4P1	processed_pseudogene	havana
ENSG00000224547	1	OTTHUMG00000155473	1	ZNF619P1	processed_pseudogene	havana
ENSG00000229459	1	OTTHUMG00000155424	1	AC023669.1	lincRNA	havana
ENSG00000237760	1	OTTHUMG00000155471	1	AC092657.2	lincRNA	havana
ENSG00000240355	1	OTTHUMG00000155472	1	AC004869.3	lincRNA	havana
ENSG00000230680	2	OTTHUMG00000155475	1	AC004869.2	lincRNA	havana
ENSG00000224519	1	OTTHUMG00000155468	1	HMGN1P19	processed_pseudogene	havana
ENSG00000233539	5	OTTHUMG00000155474	1	AC011294.3	lincRNA	havana
ENSG00000242948	1	OTTHUMG00000155470	1	EPS15P1	transcribed_processed_pseudogene	havana
ENSG00000232072	1	OTTHUMG00000155476	2	AC004901.1	lincRNA	havana
ENSG00000223829	5	OTTHUMG00000155553	1	AC004870.4	processed_transcript	havana
ENSG00000229192	6	OTTHUMG00000155549	1	AC004870.3	lincRNA	havana
ENSG00000242552	1	OTTHUMG00000155552	1	MRPL42P4	processed_pseudogene	havana
ENSG00000214754	3	OTTHUMG00000155551	1	AC004870.5	processed_pseudogene	havana
ENSG00000136205	16	OTTHUMG00000074075	3	TNS3	protein_coding	ensembl_havana
ENSG00000236078	1	OTTHUMG00000155554	1	LINC01447	lincRNA	havana
ENSG00000221845	4	OTTHUMG00000155550	1	C7orf65	lincRNA	ensembl_havana
ENSG00000136273	11	OTTHUMG00000155645	4	HUS1	protein_coding	ensembl_havana
ENSG00000146666	5	OTTHUMG00000155644	1	LINC00525	antisense	havana
ENSG00000158683	7	OTTHUMG00000155649	1	PKD1L1	protein_coding	ensembl_havana
ENSG00000136275	10	OTTHUMG00000155648	2	C7orf69	antisense	ensembl_havana
ENSG00000225507	1	OTTHUMG00000155643	1	AC069282.6	processed_pseudogene	havana
ENSG00000164744	12	OTTHUMG00000155646	2	SUN3	protein_coding	ensembl_havana
ENSG00000164746	13	OTTHUMG00000155808	1	C7orf57	protein_coding	ensembl_havana
ENSG00000183696	13	OTTHUMG00000129253	3	UPP1	protein_coding	ensembl_havana
ENSG00000179869	14	OTTHUMG00000155840	6	ABCA13	protein_coding	ensembl_havana
ENSG00000228173	1	OTTHUMG00000155841	1	AC091770.3	lincRNA	havana
ENSG00000225705	2	OTTHUMG00000155843	1	AC004899.3	processed_pseudogene	havana
ENSG00000279578	1	OTTHUMG00000187142	1	RP4-815D20.1	TEC	havana
ENSG00000229165	1	OTTHUMG00000155842	1	GDI2P1	processed_pseudogene	havana
ENSG00000218305	3	OTTHUMG00000155844	1	CDC14C	processed_pseudogene	havana
ENSG00000234686	1	OTTHUMG00000155853	1	AC010971.1	lincRNA	havana
ENSG00000270763	1	OTTHUMG00000184669	1	DDX43P2	processed_pseudogene	havana
ENSG00000279104	1	OTTHUMG00000173181	1	RP11-138B9.1	TEC	havana
ENSG00000188730	4	OTTHUMG00000129265	2	VWC2	protein_coding	ensembl_havana
ENSG00000042813	7	OTTHUMG00000023528	4	ZPBP	protein_coding	ensembl_havana
ENSG00000223893	1	OTTHUMG00000155879	1	GNL2P1	processed_pseudogene	havana
ENSG00000164500	6	OTTHUMG00000155883	1	C7orf72	protein_coding	ensembl_havana
ENSG00000228005	1	OTTHUMG00000155880	1	AC020743.2	antisense	havana
ENSG00000231681	1	OTTHUMG00000155882	1	AC020743.3	lincRNA	havana
ENSG00000235620	1	OTTHUMG00000155881	1	AC020743.4	lincRNA	havana
ENSG00000185811	16	OTTHUMG00000155907	2	IKZF1	protein_coding	ensembl_havana
ENSG00000200815	1			RNU6-1091P	snRNA	ensembl
ENSG00000132436	11	OTTHUMG00000022866	5	FIGNL1	protein_coding	ensembl_havana
ENSG00000132437	17	OTTHUMG00000023353	6	DDC	protein_coding	ensembl_havana
ENSG00000226122	1	OTTHUMG00000155976	1	DDC-AS1	antisense	havana
ENSG00000106070	17	OTTHUMG00000150622	10	GRB10	protein_coding	ensembl_havana
ENSG00000236046	1	OTTHUMG00000155977	1	AC004920.3	lincRNA	havana
ENSG00000228085	1	OTTHUMG00000155975	1	AC004920.2	processed_pseudogene	havana
ENSG00000228204	2	OTTHUMG00000155997	3	RP4-724E13.2	antisense	havana
ENSG00000201133	1			SNORA4	snoRNA	ensembl
ENSG00000106078	17	OTTHUMG00000155999	3	COBL	protein_coding	ensembl_havana
ENSG00000231490	1	OTTHUMG00000156002	1	RPL7L1P2	processed_pseudogene	havana
ENSG00000227233	1	OTTHUMG00000156000	1	CICP17	processed_pseudogene	havana
ENSG00000228897	1	OTTHUMG00000155996	1	CTD-2021A8.2	processed_pseudogene	havana
ENSG00000227080	2	OTTHUMG00000156003	1	CTD-2021A8.3	processed_pseudogene	havana
ENSG00000229478	1	OTTHUMG00000156001	1	ROBO2P1	processed_pseudogene	havana
ENSG00000229403	1	OTTHUMG00000155998	1	RP4-718N17.2	lincRNA	havana
ENSG00000242650	3			RN7SL292P	misc_RNA	ensembl
ENSG00000233960	1	OTTHUMG00000156033	1	RP11-153N17.1	lincRNA	havana
ENSG00000253028	1			SNORA31	snoRNA	ensembl
ENSG00000234304	2	OTTHUMG00000155992	2	SGO1P2	processed_pseudogene	havana
ENSG00000223970	1	OTTHUMG00000155993	1	RP11-598O8.1	processed_pseudogene	havana
ENSG00000221900	5	OTTHUMG00000155995	1	POM121L12	protein_coding	ensembl_havana
ENSG00000227344	2	OTTHUMG00000155994	1	HAUS6P1	processed_pseudogene	havana
ENSG00000271194	1	OTTHUMG00000184469	1	RNF138P2	processed_pseudogene	havana
ENSG00000199629	1			RNU1-14P	snRNA	ensembl
ENSG00000222154	1			RN7SKP218	misc_RNA	ensembl
ENSG00000234105	1	OTTHUMG00000156043	1	GS1-278J22.1	lincRNA	havana
ENSG00000228627	1	OTTHUMG00000156038	1	GS1-278J22.2	lincRNA	havana
ENSG00000205628	2	OTTHUMG00000156039	1	LINC01446	lincRNA	havana
ENSG00000222355	1			RNU2-29P	snRNA	ensembl
ENSG00000271306	1	OTTHUMG00000184468	1	RAC1P9	processed_pseudogene	havana
ENSG00000232418	1	OTTHUMG00000156042	1	RP11-678B3.1	processed_pseudogene	havana
ENSG00000235454	1	OTTHUMG00000156040	1	HAUS6P3	processed_pseudogene	havana
ENSG00000238131	1	OTTHUMG00000156041	1	RP11-806J6.1	lincRNA	havana
ENSG00000280920	1	OTTHUMG00000189727	1	HPVC1	lincRNA	havana
ENSG00000231427	5	OTTHUMG00000156067	1	LINC01445	lincRNA	havana
ENSG00000213673	3	OTTHUMG00000156066	1	SLC25A5P3	processed_pseudogene	havana
ENSG00000170419	10	OTTHUMG00000129271	3	VSTM2A	protein_coding	ensembl_havana
ENSG00000224223	1	OTTHUMG00000156070	1	VSTM2A-OT1	sense_overlapping	havana
ENSG00000228735	1	OTTHUMG00000156065	1	GS1-18A18.2	lincRNA	havana
ENSG00000200471	1			RNU6-1125P	snRNA	ensembl
ENSG00000232612	1	OTTHUMG00000156068	1	RPL31P35	processed_pseudogene	havana
ENSG00000132432	13	OTTHUMG00000023430	3	SEC61G	protein_coding	ensembl_havana
ENSG00000234707	2	OTTHUMG00000156071	2	RP11-745C15.2	antisense	havana
ENSG00000218586	3	OTTHUMG00000156128	1	RP4-791C19.1	processed_pseudogene	havana
ENSG00000146648	16	OTTHUMG00000023661	4	EGFR	protein_coding	ensembl_havana
ENSG00000224057	1	OTTHUMG00000156126	1	EGFR-AS1	antisense	havana
ENSG00000280890	1	OTTHUMG00000189565	1	ELDR	lincRNA	havana
ENSG00000237210	1	OTTHUMG00000156123	2	RP11-339F13.2	processed_pseudogene	havana
ENSG00000230564	1	OTTHUMG00000156129	1	CALM1P2	processed_pseudogene	havana
ENSG00000230936	1	OTTHUMG00000156118	1	RP11-775L16.1	processed_pseudogene	havana
ENSG00000132434	9	OTTHUMG00000023779	4	LANCL2	protein_coding	ensembl_havana
ENSG00000154978	12	OTTHUMG00000156124	4	VOPP1	protein_coding	ensembl_havana
ENSG00000223475	1	OTTHUMG00000156119	1	RP11-310H4.1	antisense	havana
ENSG00000233977	1	OTTHUMG00000156131	1	RP11-310H4.2	lincRNA	havana
ENSG00000231394	1	OTTHUMG00000156122	1	RP11-310H4.3	lincRNA	havana
ENSG00000234844	1	OTTHUMG00000156120	1	CDC42P2	processed_pseudogene	havana
ENSG00000235207	1	OTTHUMG00000156117	1	TUBBP6	processed_pseudogene	havana
ENSG00000231317	1	OTTHUMG00000156127	1	RP11-310H4.6	unprocessed_pseudogene	havana
ENSG00000176826	15	OTTHUMG00000097835	3	FKBP9P1	transcribed_unprocessed_pseudogene	havana
ENSG00000252857	1			RNU6-389P	snRNA	ensembl
ENSG00000275853	1			Metazoa_SRP	misc_RNA	ensembl
ENSG00000224971	1	OTTHUMG00000156130	1	SUMO2P3	processed_pseudogene	havana
ENSG00000237799	2	OTTHUMG00000156121	2	CICP11	processed_pseudogene	havana
ENSG00000275875	1	OTTHUMG00000187669	1	RP11-613E4.5	processed_pseudogene	havana
ENSG00000273720	1	OTTHUMG00000187670	1	RP11-613E4.4	processed_pseudogene	havana
ENSG00000226278	1	OTTHUMG00000156125	1	PSPHP1	unprocessed_pseudogene	havana
ENSG00000206729	1			RNU6-1126P	snRNA	ensembl
ENSG00000154997	8	OTTHUMG00000129341	3	SEPT14	protein_coding	ensembl_havana
ENSG00000235738	1	OTTHUMG00000156133	1	RP11-419M24.2	processed_pseudogene	havana
ENSG00000225270	1	OTTHUMG00000156173	1	CICP12	processed_pseudogene	havana
ENSG00000229762	1	OTTHUMG00000156134	1	RP11-419M24.1	processed_pseudogene	havana
ENSG00000225018	1	OTTHUMG00000156174	1	RP11-419M24.5	processed_pseudogene	havana
ENSG00000227499	1	OTTHUMG00000156176	1	RP11-419M24.4	processed_pseudogene	havana
ENSG00000249773	3	OTTHUMG00000160988	1	RP11-15K19.2	protein_coding	havana
ENSG00000178665	14	OTTHUMG00000156175	2	ZNF713	protein_coding	ensembl_havana
ENSG00000146729	9	OTTHUMG00000022932	4	GBAS	protein_coding	ensembl_havana
ENSG00000239789	5	OTTHUMG00000023153	5	MRPS17	protein_coding	ensembl_havana
ENSG00000146733	13	OTTHUMG00000023441	10	PSPH	protein_coding	ensembl_havana
ENSG00000146731	10	OTTHUMG00000022842	3	CCT6A	protein_coding	ensembl_havana
ENSG00000206603	1			SNORA22	snoRNA	ensembl
ENSG00000207168	1			SNORA15	snoRNA	ensembl
ENSG00000129103	17	OTTHUMG00000129373	9	SUMF2	protein_coding	ensembl_havana
ENSG00000164776	9	OTTHUMG00000023869	4	PHKG1	protein_coding	ensembl_havana
ENSG00000106153	12	OTTHUMG00000129429	2	CHCHD2	protein_coding	ensembl_havana
ENSG00000185290	3	OTTHUMG00000156224	2	NUPR2	protein_coding	ensembl_havana
ENSG00000230191	1	OTTHUMG00000156228	2	RP4-725G10.3	processed_pseudogene	havana
ENSG00000233028	1	OTTHUMG00000156223	1	RP4-725G10.4	processed_pseudogene	havana
ENSG00000227491	1	OTTHUMG00000156229	1	CCNJP1	processed_pseudogene	havana
